Date,Date_YMD,Status,Total,Andaman and Nicobar Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Dadra and Nagar Haveli,Daman and Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu and Kashmir,Jharkhand,Karnataka,Kerala,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal,Ladakh
23-May-22,23-05-2022,Recovered,1710,0,7,0,0,3,1,2,0,0,421,10,30,219,7,5,5,110,428,0,22,133,0,0,24,0,13,1,19,24,0,32,52,0,88,22,32,0
24-May-22,24-05-2022,Recovered,1922,0,18,0,1,2,8,4,0,0,394,11,31,264,10,4,4,121,376,0,18,276,0,0,13,0,0,2,22,88,0,36,45,0,123,9,42,0
25-May-22,25-05-2022,Recovered,2362,0,3,0,1,7,16,14,0,0,499,12,31,266,11,3,0,124,572,0,43,334,0,0,30,0,25,2,13,52,1,39,28,0,177,14,44,0
26-May-22,26-05-2022,Recovered,1874,0,3,1,0,11,6,7,0,0,503,15,19,217,5,3,0,175,480,0,42,0,0,0,27,0,12,5,21,61,1,43,28,0,140,11,37,0
27-May-22,27-05-2022,Recovered,2512,1,5,0,0,0,18,5,0,0,479,15,33,246,15,8,0,121,518,0,61,653,0,1,18,0,0,6,21,26,2,41,38,0,134,8,39,0
28-May-22,28-05-2022,Recovered,2139,1,15,0,0,17,10,3,0,0,428,17,31,157,6,7,0,125,618,0,43,325,0,0,15,0,8,3,8,31,0,45,45,0,121,17,41,0
29-May-22,29-05-2022,Recovered,1902,0,12,0,0,10,13,9,0,0,374,4,20,215,4,4,0,98,576,0,37,324,0,0,13,0,21,3,14,26,0,41,47,0,0,2,34,0
30-May-22,30-05-2022,Recovered,1988,2,8,0,0,5,4,9,0,0,349,6,26,235,1,9,0,101,514,0,32,297,0,1,38,0,7,0,12,187,0,44,45,0,0,21,35,0
31-May-22,31-05-2022,Recovered,2557,0,6,0,0,0,13,13,0,0,255,13,36,289,5,11,0,273,644,0,46,366,0,0,36,0,5,8,20,40,0,49,40,0,352,5,32,0
01-Jun-22,01-06-2022,Recovered,2602,1,9,0,0,15,13,7,0,0,404,26,36,247,5,4,20,206,630,0,49,524,1,0,17,1,9,2,22,83,0,52,29,0,146,9,35,0
02-Jun-22,02-06-2022,Recovered,2367,0,5,1,0,6,23,6,0,0,448,11,25,184,7,7,0,94,743,0,49,517,0,1,18,1,9,0,13,62,0,63,27,0,0,8,39,0
03-Jun-22,03-06-2022,Recovered,2732,0,6,0,0,3,15,2,0,0,389,18,33,168,8,4,8,234,667,0,54,563,5,1,24,0,13,4,31,60,0,68,50,0,262,1,39,0
04-Jun-22,04-06-2022,Recovered,2947,1,4,0,0,5,17,12,0,0,384,20,30,141,10,8,3,191,995,0,38,595,0,2,22,0,8,3,11,117,0,62,49,0,156,29,33,0
05-Jun-22,05-06-2022,Recovered,2601,1,6,0,4,5,15,3,0,0,388,12,21,156,3,4,2,146,807,0,49,614,0,0,5,0,10,2,26,28,0,70,47,0,139,2,36,0
06-Jun-22,06-06-2022,Recovered,2730,0,5,0,0,5,10,7,0,0,320,18,49,257,9,6,2,203,1037,0,35,374,0,0,18,0,8,0,16,124,0,64,46,0,61,16,39,0
07-Jun-22,07-06-2022,Recovered,3163,0,9,1,0,9,23,12,0,0,264,8,53,207,7,7,4,311,859,0,34,878,2,0,23,0,8,2,19,61,0,79,43,0,184,12,41,0
08-Jun-22,08-06-2022,Recovered,3983,1,12,0,0,11,22,16,0,0,406,29,29,155,7,8,3,231,1246,0,30,1327,1,0,16,0,9,21,16,30,0,101,43,0,159,6,48,0
09-Jun-22,09-06-2022,Recovered,3839,0,14,2,3,18,20,10,0,0,537,42,45,111,6,3,0,214,1301,0,22,1047,2,0,15,0,11,2,11,50,0,129,42,0,132,2,47,0
10-Jun-22,10-06-2022,Recovered,4165,1,12,0,0,10,19,10,0,0,419,47,51,228,15,8,0,228,1252,0,42,1323,0,0,21,0,11,9,18,57,0,137,59,0,135,2,49,0
11-Jun-22,11-06-2022,Recovered,4668,1,5,0,0,17,15,6,0,0,556,50,58,132,13,2,0,352,1471,0,57,1392,0,0,12,0,15,6,24,37,0,145,75,0,152,23,52,0
12-Jun-22,12-06-2022,Recovered,4545,2,13,0,0,6,24,7,0,0,537,36,66,235,11,4,0,199,1446,0,35,1432,0,0,2,0,17,6,13,48,0,148,67,0,133,4,54,0
13-Jun-22,13-06-2022,Recovered,4199,1,7,0,2,3,12,12,0,0,495,41,57,330,14,5,31,378,1576,0,27,774,0,0,23,0,13,1,24,43,1,134,49,0,80,10,55,0
14-Jun-22,14-06-2022,Recovered,5940,1,16,0,0,17,19,10,0,0,500,30,77,271,7,9,5,400,1808,0,25,2165,0,1,20,0,14,5,22,24,2,153,76,2,164,38,57,0
15-Jun-22,15-06-2022,Recovered,7977,0,27,0,0,17,22,21,0,0,909,62,112,326,15,11,13,532,2156,0,45,3028,0,0,28,0,30,4,35,92,3,169,63,0,178,20,58,0
16-Jun-22,16-06-2022,Recovered,7858,0,24,1,10,23,25,23,0,0,1016,67,117,375,51,9,6,458,2021,0,53,2879,1,0,42,0,17,5,40,65,1,177,65,0,209,17,61,0
17-Jun-22,17-06-2022,Recovered,8412,2,25,0,0,16,35,23,0,0,901,71,141,420,32,24,9,503,2309,0,50,3047,0,1,34,1,21,8,53,76,1,208,119,0,191,22,63,0
18-Jun-22,18-06-2022,Recovered,8426,1,19,0,0,20,37,27,0,0,1255,77,159,400,12,10,12,425,2204,0,70,2802,1,2,22,0,14,7,63,92,1,217,116,0,272,17,69,0
19-Jun-22,19-06-2022,Recovered,8409,1,18,0,0,30,46,20,0,0,1104,71,131,446,8,10,10,412,2072,0,57,3085,0,0,14,0,18,7,49,81,1,243,122,0,273,5,73,0
20-Jun-22,20-06-2022,Recovered,7493,5,20,1,2,31,25,38,4,0,1221,57,130,566,21,12,8,637,2286,0,56,1485,0,4,32,1,28,7,52,62,3,257,155,0,180,10,92,0
21-Jun-22,21-06-2022,Recovered,10039,1,28,0,20,51,48,35,0,0,1162,104,163,657,19,8,13,646,2464,0,58,3356,0,23,25,1,20,13,63,82,1,322,145,1,376,9,120,0
22-Jun-22,22-06-2022,Recovered,11681,11,57,0,10,41,22,62,1,0,1466,82,190,699,39,15,9,804,3172,0,52,3533,1,4,23,0,36,26,86,97,1,459,129,0,352,20,176,0
23-Jun-22,23-06-2022,Recovered,12906,5,50,0,10,34,35,66,2,0,1233,112,230,671,27,27,10,682,3044,0,65,4989,0,8,0,0,24,16,80,97,1,567,126,0,468,54,171,0
24-Jun-22,24-06-2022,Recovered,12409,7,42,1,5,67,55,71,3,0,1694,128,209,637,22,24,4,703,3034,0,70,3752,0,1,27,0,43,28,109,85,3,621,219,0,507,40,195,0
25-Jun-22,25-06-2022,Recovered,11373,3,46,1,20,92,64,95,2,0,1450,139,218,484,29,21,9,611,3491,0,62,2708,0,1,24,0,47,20,78,84,1,617,205,0,508,23,217,0
26-Jun-22,26-06-2022,Recovered,14761,5,52,0,20,87,73,42,1,0,1665,78,256,576,10,28,15,517,3046,1,66,6213,0,4,11,0,44,20,89,125,0,691,285,0,525,1,212,0
27-Jun-22,27-06-2022,Recovered,9253,8,34,0,10,52,45,64,1,0,1011,135,248,663,46,29,7,767,2814,2,70,1402,0,0,23,0,52,13,113,75,1,697,279,0,335,5,248,0
28-Jun-22,28-06-2022,Recovered,12430,9,99,0,12,98,79,92,5,0,941,156,248,664,46,22,31,337,3668,0,80,3566,0,2,21,0,49,31,130,109,1,736,247,4,651,16,275,0
29-Jun-22,29-06-2022,Recovered,13578,4,75,2,40,130,36,116,1,0,1265,151,408,612,39,31,39,1154,3424,0,57,3696,4,4,9,1,55,23,125,105,1,764,236,0,635,29,296,0
30-Jun-22,30-06-2022,Recovered,14742,9,81,1,30,126,65,94,0,0,1276,149,419,576,53,37,27,857,3724,0,65,4432,2,0,19,0,61,39,158,120,2,1008,246,1,603,42,414,0
01-Jul-22,01-07-2022,Recovered,14751,8,114,1,35,142,96,78,5,0,1021,109,384,537,47,42,32,834,3749,3,85,4189,0,10,40,0,68,50,119,98,2,1321,403,0,606,59,456,0
02-Jul-22,02-07-2022,Recovered,13719,5,92,0,28,140,98,103,3,0,969,112,391,366,46,58,65,668,3611,0,62,3515,0,9,46,2,71,51,203,140,3,1372,434,0,540,27,483,0
03-Jul-22,03-07-2022,Recovered,13673,6,102,0,50,239,76,111,4,0,785,130,386,409,42,59,18,600,3258,0,53,3918,4,9,37,0,65,36,97,71,2,1487,494,4,544,41,526,0
04-Jul-22,04-07-2022,Recovered,12294,12,101,1,25,86,52,113,5,0,749,148,454,652,129,58,43,940,3031,0,71,2062,3,4,48,0,129,21,166,164,1,1542,493,0,331,71,576,0
05-Jul-22,05-07-2022,Recovered,15312,8,154,0,110,238,96,178,2,0,1043,191,489,502,104,67,55,913,3080,3,81,4207,4,6,30,0,139,50,221,138,6,1512,496,2,567,14,592,0
06-Jul-22,06-07-2022,Recovered,15760,11,187,2,50,189,85,122,2,0,516,182,536,498,108,66,45,1044,4042,0,99,3974,5,10,44,0,150,81,196,115,8,1791,434,4,510,36,596,0
07-Jul-22,07-07-2022,Recovered,15873,5,201,3,90,158,69,171,1,0,688,184,562,420,81,94,56,1080,4172,0,113,3238,4,33,58,0,218,89,188,120,6,2103,477,0,495,79,611,0
08-Jul-22,08-07-2022,Recovered,15413,5,191,1,60,254,70,136,3,0,679,153,622,367,110,74,58,984,3482,0,125,3499,1,16,33,2,204,109,152,129,9,2413,459,0,346,18,637,0
09-Jul-22,09-07-2022,Recovered,14857,5,167,0,40,192,43,163,3,0,607,93,515,319,88,83,64,802,3794,0,103,2934,11,31,17,0,344,86,178,71,8,2516,485,0,367,31,662,0
10-Jul-22,10-07-2022,Recovered,14356,9,236,0,20,275,71,99,2,0,549,75,463,290,32,86,47,737,3529,0,111,2894,13,6,46,0,239,83,100,23,11,2560,468,0,319,62,853,0
11-Jul-22,11-07-2022,Recovered,12904,11,199,5,93,175,34,147,2,0,484,112,426,456,180,60,51,852,3154,0,99,1529,17,8,33,5,329,42,144,79,8,2465,462,27,186,57,967,0
12-Jul-22,12-07-2022,Recovered,15042,9,303,8,107,361,52,162,2,0,381,102,633,453,208,68,64,1189,2761,1,97,2882,15,6,12,4,404,93,196,89,7,2372,616,0,342,52,983,0
13-Jul-22,13-07-2022,Recovered,17118,6,328,51,190,398,57,218,1,0,481,148,673,386,128,109,101,1047,3800,0,127,3210,18,5,12,2,420,174,206,134,9,2697,557,0,0,54,1359,0
14-Jul-22,14-07-2022,Recovered,17950,10,359,26,139,409,55,246,1,0,550,135,687,291,191,119,110,1072,3867,0,132,2594,25,22,16,1,479,120,226,314,20,2707,543,34,759,23,1664,0
15-Jul-22,15-07-2022,Recovered,17589,12,362,0,421,415,63,296,0,0,526,150,612,330,203,108,94,1013,3162,0,117,2914,24,16,31,4,514,181,176,203,29,2682,652,0,340,53,1875,0
16-Jul-22,16-07-2022,Recovered,17203,5,295,0,208,386,49,238,2,0,605,111,626,295,160,113,161,777,3187,0,126,2853,29,11,44,7,552,120,175,82,39,2599,663,0,362,53,2263,0
17-Jul-22,17-07-2022,Recovered,15640,12,215,0,351,683,61,116,0,0,417,90,500,315,83,126,80,670,2701,0,123,2179,27,20,41,5,600,114,133,137,59,2458,692,101,0,47,2476,0
18-Jul-22,18-07-2022,Recovered,16102,8,283,0,43,140,34,372,3,0,464,92,604,360,271,55,127,997,2729,0,136,1474,45,14,481,3,539,87,164,155,41,2402,708,124,467,25,2651,0
19-Jul-22,19-07-2022,Recovered,17961,10,352,0,303,548,74,386,1,0,429,109,659,430,322,70,162,1214,2924,0,121,2646,50,18,303,5,737,160,-704,133,55,2219,628,171,418,152,2851,0
20-Jul-22,20-07-2022,Recovered,19169,9,398,0,443,493,72,373,4,0,573,130,691,363,364,111,168,1229,3188,0,178,2471,50,16,143,8,804,156,232,185,68,2243,659,218,0,100,3019,0
21-Jul-22,21-07-2022,Recovered,20382,15,419,0,636,494,91,400,1,0,592,116,745,411,429,152,171,1384,3319,0,161,2400,84,20,170,9,1026,248,284,112,68,2290,648,232,0,117,3124,0
22-Jul-22,22-07-2022,Recovered,21261,10,418,0,615,417,80,444,1,0,593,143,770,451,413,197,156,1107,2878,0,217,2449,62,30,153,11,1029,215,246,270,84,2383,662,240,1143,103,3258,0
23-Jul-22,23-07-2022,Recovered,18981,15,415,0,136,249,88,458,1,0,575,91,745,398,441,165,153,1096,2844,0,183,2311,127,27,122,9,915,196,288,208,99,2324,627,0,390,103,3168,0
24-Jul-22,24-07-2022,Recovered,17152,11,383,0,692,306,85,212,1,0,520,92,598,404,113,193,102,837,2251,0,209,1916,45,39,39,7,778,59,244,204,114,2379,612,405,380,38,2878,0
25-Jul-22,25-07-2022,Recovered,18087,8,322,0,682,810,53,465,2,0,609,-27,731,581,617,243,152,1204,2574,0,179,937,107,53,187,7,1006,151,309,177,137,2219,645,0,0,175,2759,0
26-Jul-22,26-07-2022,Recovered,21003,8,468,452,748,468,59,610,1,0,465,82,826,521,599,260,178,1459,2080,0,160,2565,88,64,152,14,1216,254,355,147,139,2225,658,841,0,223,2595,0
27-Jul-22,27-07-2022,Recovered,20910,10,495,59,649,435,97,600,1,0,687,135,873,497,542,432,187,1647,2666,0,218,2279,78,60,160,16,1066,223,478,172,262,2233,640,378,0,152,2461,0
28-Jul-22,28-07-2022,Recovered,21463,8,471,69,729,378,115,664,2,0,841,89,886,553,606,443,180,1587,2540,0,293,2478,101,55,151,6,1206,221,420,180,198,2106,765,409,0,257,2439,0
29-Jul-22,29-07-2022,Recovered,22672,10,345,51,662,338,126,628,1,0,926,105,902,492,777,572,185,1395,2220,0,233,2470,73,77,127,15,1136,194,473,392,214,2004,739,217,1972,164,2418,0
30-Jul-22,30-07-2022,Recovered,19702,10,358,83,108,304,135,492,1,0,944,121,954,469,688,458,166,1242,2173,0,263,2259,86,74,137,18,1051,143,414,155,128,1964,652,454,543,225,2410,0
31-Jul-22,31-07-2022,Recovered,16774,6,346,47,685,200,145,203,1,0,984,66,679,487,218,555,70,1094,2261,0,246,1853,78,55,44,13,672,125,354,116,108,1890,531,102,0,132,2389,0
01-Aug-22,01-08-2022,Recovered,17866,9,260,86,618,201,81,493,0,0,1055,80,729,586,838,704,146,1531,1754,3,196,1024,99,68,170,8,856,110,370,327,137,1802,581,425,0,234,2251,0
02-Aug-22,02-08-2022,Recovered,20798,7,374,107,721,273,86,713,2,0,771,150,1030,603,1002,445,162,1699,1895,0,183,2106,91,85,150,19,1151,98,443,217,168,1734,795,125,1169,85,2118,0
03-Aug-22,03-08-2022,Recovered,20613,7,359,79,589,301,116,533,2,0,1437,80,909,717,909,645,137,1845,1708,0,239,2187,57,80,160,13,928,134,567,222,128,1691,852,0,486,434,2041,0
04-Aug-22,04-08-2022,Recovered,21284,5,339,71,608,285,156,302,1,0,1660,115,1031,796,844,727,192,2107,1849,0,238,2099,62,75,175,7,979,119,548,289,185,1616,836,674,0,334,1943,0
05-Aug-22,05-08-2022,Recovered,20155,10,319,80,472,250,148,428,3,0,1716,112,1198,657,951,679,180,1704,1787,0,247,2190,152,51,223,10,1011,136,449,153,193,1530,923,234,0,237,1720,0
06-Aug-22,06-08-2022,Recovered,18523,9,330,51,463,227,157,631,0,0,1837,125,928,507,831,668,207,1741,1590,0,240,1953,51,80,145,11,882,135,501,191,119,1431,851,0,0,212,1409,0
07-Aug-22,07-08-2022,Recovered,15543,8,275,35,459,188,188,242,3,0,1725,76,899,674,204,665,94,1290,1374,0,220,1675,39,41,111,3,704,85,310,177,84,1429,705,262,0,160,1121,0
08-Aug-22,08-08-2022,Recovered,16331,6,215,68,429,129,69,447,4,0,1927,85,692,906,902,711,145,1662,1374,0,175,1044,40,36,267,11,734,84,383,177,108,1453,771,0,0,348,917,0
09-Aug-22,09-08-2022,Recovered,17707,5,288,91,388,160,101,609,4,0,1466,163,810,981,938,525,137,2068,1144,0,164,1854,42,62,172,8,988,113,453,251,85,1438,1054,0,0,264,868,0
10-Aug-22,10-08-2022,Recovered,19667,5,269,41,395,173,99,516,4,0,2439,146,1082,906,861,766,174,2114,1376,0,231,1840,26,139,264,7,1055,133,491,595,80,1252,992,0,0,363,822,0
11-Aug-22,11-08-2022,Recovered,23291,10,250,54,278,199,138,449,4,0,2085,138,874,930,749,670,95,1982,1456,0,220,1971,42,70,218,13,862,178,490,517,82,1190,1061,0,4981,212,802,0
12-Aug-22,12-08-2022,Recovered,19009,6,251,43,290,215,124,448,3,0,2623,156,922,979,770,745,90,1686,1227,0,169,1904,18,66,179,7,844,74,482,433,111,1140,984,0,837,396,775,0
13-Aug-22,13-08-2022,Recovered,17430,2,171,20,39,165,109,464,3,0,2260,144,891,808,670,777,116,1614,1145,0,236,2048,53,46,192,5,667,86,422,541,65,1067,652,0,989,234,706,0
14-Aug-22,14-08-2022,Recovered,14668,6,165,21,273,169,125,270,3,0,1832,94,737,913,217,679,0,1017,1017,0,182,1824,25,24,57,5,479,49,307,145,67,1033,396,757,980,105,674,0
15-Aug-22,15-08-2022,Recovered,15343,5,112,28,235,92,72,351,2,0,2130,120,635,965,804,580,83,1653,1153,0,162,1142,19,32,326,1,479,51,395,851,34,964,528,68,476,121,658,0
16-Aug-22,16-08-2022,Recovered,15819,3,189,53,193,163,96,338,2,0,1566,174,663,1342,255,614,151,1711,1374,0,115,1224,25,42,169,8,759,69,377,643,52,927,494,15,1054,321,631,0
17-Aug-22,17-08-2022,Recovered,16561,4,197,36,185,110,82,246,1,0,1702,122,664,911,588,709,66,1999,1273,0,173,2182,19,54,177,8,553,64,414,687,50,906,605,46,865,241,607,0
18-Aug-22,18-08-2022,Recovered,15415,1,195,28,138,146,84,123,0,0,1939,115,552,908,299,558,69,1782,1173,0,107,1920,56,25,142,7,502,78,345,679,65,874,612,0,1167,131,587,0
19-Aug-22,19-08-2022,Recovered,14251,5,168,32,113,199,103,269,0,0,2094,179,451,810,395,480,49,1100,1108,0,144,2237,12,102,124,3,452,89,256,404,53,810,476,65,784,120,553,0
20-Aug-22,20-08-2022,Recovered,13282,3,182,21,15,127,80,293,0,0,1687,158,637,823,403,596,78,1034,1002,0,89,1720,28,37,77,4,459,81,275,652,39,769,440,0,674,261,527,0
21-Aug-22,21-08-2022,Recovered,10513,3,160,5,22,169,92,160,2,0,1360,87,496,594,103,589,26,662,0,0,125,2055,4,26,126,2,319,53,234,467,28,743,291,33,951,41,482,0
22-Aug-22,22-08-2022,Recovered,10196,4,106,26,182,77,55,84,4,0,1114,52,327,810,150,435,51,1229,889,0,111,1098,9,17,114,4,326,29,205,741,29,696,265,8,441,51,447,0
23-Aug-22,23-08-2022,Recovered,10693,10,131,28,158,149,38,241,0,0,939,102,404,831,411,349,52,1295,786,0,51,1273,20,21,205,3,344,19,287,380,54,670,406,23,389,180,429,0
24-Aug-22,24-08-2022,Recovered,13688,8,210,25,81,123,66,291,0,0,1285,200,360,888,389,303,50,2186,1101,0,81,1685,16,231,145,5,403,28,339,470,55,649,507,27,931,132,407,0
25-Aug-22,25-08-2022,Recovered,14429,10,184,27,107,147,80,348,2,0,1354,180,352,698,375,395,73,2358,1261,0,108,2190,9,24,109,0,421,82,331,549,57,675,435,0,941,142,394,0
26-Aug-22,26-08-2022,Recovered,12312,11,167,15,105,120,83,194,0,0,1066,156,356,604,146,352,0,2032,973,0,134,2240,21,24,108,2,286,54,222,641,40,628,450,0,633,73,365,0
27-Aug-22,27-08-2022,Recovered,10610,5,144,11,10,185,51,170,0,0,868,172,226,528,206,329,109,1118,1118,0,92,1845,5,19,118,3,265,42,249,705,45,602,357,0,434,226,346,0
28-Aug-22,28-08-2022,Recovered,9085,2,126,9,104,162,60,96,0,0,693,115,208,542,89,294,20,987,995,0,69,1698,22,10,72,0,205,35,137,453,38,596,252,37,584,43,325,0
29-Aug-22,29-08-2022,Recovered,8804,9,94,21,112,72,28,220,3,0,556,98,243,580,241,286,0,1192,1078,0,84,1012,13,7,156,0,243,23,253,429,52,575,345,0,297,163,311,0
30-Aug-22,30-08-2022,Recovered,10634,7,149,19,120,193,39,225,2,0,410,177,337,515,326,260,99,1389,932,0,82,2006,12,24,86,5,302,59,234,494,35,537,376,19,652,201,308,0
31-Aug-22,31-08-2022,Recovered,4292,0,0,0,0,0,0,0,0,0,0,0,0,492,0,240,0,967,0,0,0,1864,0,0,108,0,0,0,0,456,0,0,0,0,0,165,0,0
